,Title,Employee,Location,type,Expire_date
1693,Specialist - Subscriber Applications and OTT,Dialog Axiata PLC,Colombo,Full-Time,31/05/2022 
1694,Senior Manager - Facilities Management,Nations Trust Bank,Colombo,Full-Time,14/05/2022 
1695,Assistant Manager - Cyber Security Governance and Compliance,Dialog Axiata PLC,Colombo,Full-Time,28/05/2022 
1696,Sales Executive,Ideal Group,"Anuradhapura,Badull...",Full-Time,13/05/2022 
1697,Business Development Executive (Female) ,Millerholz (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1698,"Lathe/CNC Machine Operators, Mould Maker and Labors",Amila Metal Craft (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1699,Customer Support Specialist,TetraNoc International Private Limited,Colombo,Full-Time,13/05/2022 
1700,Deputy Corporate Secretary,Dialog Axiata PLC,Colombo,Full-Time,22/05/2022 
1701,Senior Analytics Translator,Dialog Axiata PLC,Colombo,Full-Time,25/05/2022 
1702,Intern – Marketing,Unilever Sri Lanka,Colombo,Full-Time,13/05/2022 
1703,Senior .Net Developer,Wireapps (Pvt) Ltd,Colombo,Full-Time,13/05/2022 
1704,Full-Stack Developer,SAS Creative Ltd,Colombo,Full-Time,13/05/2022 
1705,Unit Manager - Strategic Digital Initiatives,Dialog Axiata PLC,Colombo,Full-Time,22/05/2022 
1706,Manager - Analytics ,Nations Trust Bank,Colombo,Full-Time,14/05/2022 
1707,Intern - Data Analyst,Dialog Axiata PLC,Colombo,Full-Time,31/05/2022 
1708,හෙද නිලධාරී ඇබෑර්තු - Nursing Officer ,Toyota Lanka,"Colombo,Gampaha",Full-Time,13/05/2022 
1709,Product Owner - VoiceIQ,KandianPro Pvt Ltd,Colombo,Full-Time,13/05/2022 
1710,Senior Software Engineer (Java),M-DAQ,Colombo,Full-Time,12/05/2022 
1711,Software Engineer | MEAN Stack/ React,Your team in Asia,Colombo,Full-Time,12/05/2022 
1712,Senior Executive - Tech Evangelist - IdeaMart,Dialog Axiata PLC,Colombo,Full-Time,11/06/2022 
1713,Project Manager,Ataraxia Capital Partners,Colombo,Full-Time,12/05/2022 
1714,Senior Android Developers,Cloud of Goods Inc.,Colombo,Full-Time,12/05/2022 
1715,Dental Surgeon,My Dentist Pvt Ltd,Colombo,Full-Time or Part-Time,12/05/2022 
1716,Senior QA Engineer,DishServe,Colombo,Full-Time,12/05/2022 
1717,Marketing - Sales Representative,Critco,Colombo,Full-Time,12/05/2022 
1718,Maintenance – Supervisor ,Pizza Hut Sri Lanka,Colombo,Full-Time,12/05/2022 
1719,Sales Executive ,R&U Enterprises (Pvt) Ltd,Colombo,Full-Time,12/05/2022 
1720,Associate Technical Lead (Java/Full Stack),Creative Software,Colombo,Full-Time,12/05/2022 
1721,Senior Software Engineer (Java/Full Stack),Creative Software,Colombo,Full-Time,12/05/2022 
1722,Accounts Executives - 8 Positions,OWA,Colombo,Full-Time,12/05/2022 
1723,Manager - Finance ,Company Name Withheld 508,Colombo,Full-Time,12/05/2022 
1724,Salesforce Consultant / Lead ,Creative Software,Colombo,Full-Time,12/05/2022 
1725,Consultant / Lead (Microsoft Dynamics) ,Creative Software,Colombo,Full-Time,12/05/2022 
1726,Technical Lead (Full Stack - Java/Angular) ,Creative Software,Colombo,Full-Time,12/05/2022 
1727,Social Media Moderator ,Softlogic Retail (Pvt) Ltd,Colombo,Full-Time,12/05/2022 
1728,Senior Software Engineer (Full Stack - Java/Angular) ,Creative Software,Colombo,Full-Time,12/05/2022 
1729,Delivery Rider (Full- Time) - Athurugiriya,Pizza Hut Sri Lanka,Colombo,Full-Time,12/05/2022 
1730,Service Crew Members / Supervisors,Jagro (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1731,Finance & Accounting Executive – 1 Year Contract (Ekala - Ja Ela) ,Accenture Lanka,"Colombo,Gampaha",Contract Basis,12/05/2022 
1732,පළපුරුදු අයිල් මාස්ටර් ඔපරේටර්  - අවිස්සාවේල්ල | Experienced Isle Master Operator - Avissawella,John Keells Logistics (Pvt) Ltd,Colombo,Full-Time,12/05/2022 
1733,Software Developer - RPA,Accenture Lanka,Colombo,Full-Time,12/05/2022 
1734,Deputy Analyst – F&A (Order to Cash),Accenture Lanka,Colombo,Full-Time,12/05/2022 
1735,Junior Executive - Payroll,Accenture Lanka,Colombo,Full-Time,12/05/2022 
1736,Analyst – Business Transformation | Ekala - Ja Ela,Accenture Lanka,"Colombo,Gampaha",Full-Time,12/05/2022 
1737,Senior Software Developer,Accenture Lanka,Colombo,Full-Time,12/05/2022 
1738,ක්ෂේත්‍ර විකුණුම් විධායකයින් - පිරිමි |පානදුර / කළුතර (Field Sales Executives - Male | Panadura / Kalutara),Bharti Airtel Lanka (Pvt) Ltd,Kalutara,Full-Time,20/05/2022 
1739,Hot Kitchen Commis I/II/III / Kitchen Stewards,Jagro (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1740,Secretary to Chairman and Corporate Office,Durdans Hospital,Colombo,Full-Time,12/05/2022 
1741,Electrical Technicians / විදුලි කාර්මික ශිල්පීන්,Australian Talent Network,Colombo,Full-Time,12/05/2022 
1742,පාරිභෝගික සේවා සහායක - කොළඹ | Customer Service Assistant - Colombo,Keells ,Colombo,Full-Time,12/05/2022 
1743,Survey Data Collector | Temporary,Personal,Colombo,Temporary,12/05/2022 
1744, Call Center Executive,Advanza BPO,Colombo,Full-Time,12/05/2022 
1745,Intern - IT,Nawaloka Hospitals PLC,Colombo,Full-Time,12/05/2022 
1746,Technical Officer - Core Site Operations,Dialog Axiata PLC,Colombo,Full-Time,31/05/2022 
1747,Assistant Engineer - IDC Infrastructure Planning and Operations,Dialog Axiata PLC,Colombo,Full-Time,31/05/2022 
1748,SAP Basis (Senior Software Engineer / Technical Lead),HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,12/05/2022 
1749,Network Data Administrator   ,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,11/05/2022 
1750,Business Development Manager,Dialog Axiata PLC,Colombo,Full-Time,11/05/2022 
1751,Technical Officer - Western Region CFSS,Dialog Axiata PLC,Colombo,Full-Time,31/05/2022 
1752,Clerk - Group Corporate Services,Dialog Axiata PLC,Colombo,Full-Time,22/05/2022 
1753,Telesales Executive,Advanza BPO,Colombo,Full-Time,12/05/2022 
1754,Assistant Engineer - Regional Planning and Optimization,Dialog Axiata PLC,Colombo,Full-Time,31/05/2022 
1755,Application Specialist,Crowdnik,"Colombo,WorkingFro...",Full-Time,12/05/2022 
1756,Territory In Charge,Dialog Axiata PLC,Colombo,Full-Time,11/05/2022 
1757,Head of Finance and Strategy,Dialog Axiata PLC,Colombo,Full-Time,25/05/2022 
1758,Recovery Officer,Citizens Development Business Finance PLC (CDB),IslandWide,Full-Time,12/05/2022 
1759,HR Executive,PERFECTUS TECHNOLOGY PVT LTD,Colombo,Full-Time,12/05/2022 
1760,Office Assistant - Male | කාර්යාල සහකාර - පිරිමි,Sign Tech Advertising Services (Pvt) Ltd,Colombo,Full-Time,11/05/2022 
1761,Senior Executive - Group Corporate Services,Dialog Axiata PLC,Colombo,Full-Time,22/05/2022 
1762,Trainee Software Engineer - Java,Arithmos (Pvt) Ltd,Colombo,Full-Time,11/05/2022 
1763,Shift Manager/Engineer,Unilever Sri Lanka,Colombo,Full-Time,12/05/2022 
1764,Quality Assurance Engineer,Kangaroo Cabs (Pvt) Ltd,Colombo,Full-Time,11/05/2022 
1765,Interior Designer / Draftsman,WIDAC Commercial Interiors (Pvt) Ltd,Colombo,Full-Time,12/05/2022 
1766,Intern -  Software Engineer (NodeJS / Angular),Kangaroo Cabs (Pvt) Ltd,Colombo,Full-Time,11/05/2022 
1767,Procurement Manager – Logistics Operations & 3P Manufacturing,Unilever Sri Lanka,Colombo,Full-Time,12/05/2022 
1768,Sales Officers,Sisili Projects Consortium (Pvt) Ltd,Colombo,Full-Time,20/05/2022 
1769,Associate Software Engineer - Java,Arithmos (Pvt) Ltd,Colombo,Full-Time,11/05/2022 
1770,Manager - Distribution Operations,Dialog Axiata PLC,Colombo,Full-Time,31/05/2022 
1771,"Senior Manager - Product Bundling, Saas and CVM",Dialog Axiata PLC,Colombo,Full-Time,15/05/2022 
1772,Walk In interview : Ward Clerk,Durdans Hospital,Colombo,Full-Time,20/05/2022 
1773,Regional Coordinator - Trade Marketing,Dialog Axiata PLC,IslandWide,Full-Time,12/05/2022 
1774,IT Support Coordinator | AMW | Union Place,Associated Motorways (Pvt) Limited (AMW),Colombo,Full-Time,26/05/2022 
1775,Japanese Language - Lecturer/Teacher,Surado Campus (Pvt) Ltd,Kurunagala,Full-Time,25/05/2022 
1776,Project Manager - New Product and Innovation,Dialog Axiata PLC,Colombo,Full-Time,30/05/2022 
1777,Business Process Manager | AMW | Union Place,Associated Motorways (Pvt) Limited (AMW),Colombo,Full-Time,25/05/2022 
1778,Sales Executive - Key Accounts - AMW - Union Place,Associated Motorways (Pvt) Limited (AMW),Colombo,Full-Time,24/05/2022 
1779,Sales Officer | AML | Galle,Associated Motorways (Pvt) Limited (AMW),Galle,Full-Time,26/05/2022 
1780,Join AIA as a Wealth Planner - Full-Time,AIA Sri Lanka,IslandWide,Full-Time,25/05/2022 
1781,Supervisor / Shift Manager,Burger King,Colombo,Full-Time,25/05/2022 
1782,Marketing Executive,Spirit Kitchen,Colombo,Full-Time,25/05/2022 
1783,Specialist - Access Network Operations ,Dialog Axiata PLC,Colombo,Full-Time,11/05/2022 
1784,Overseas Student Counsellor,Asia International Academy Holdings,Colombo,Full-Time,11/05/2022 
1785,Walkin Interview - Cashier Supermarkets - HydeParkCorner/ Wattala / Thalawathugoda / Dehiwela/ Battaramulla,Richard Pieris & Company PLC,Colombo,Full-Time,20/05/2022 
1786,Senior Human Resources Business Partner| AMW |Union Place,Associated Motorways (Pvt) Limited (AMW),Colombo,Full-Time,26/05/2022 
1787,Store Driver - 20 / Saudi Arabia,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,12/05/2022 
1788,Senior Sales Executive | AMW | Anuradhapura,Associated Motorways (Pvt) Limited (AMW),Colombo,Full-Time,24/05/2022 
1789,Junior Business Analyst CNH | AMW| Union Place,Associated Motorways (Pvt) Limited (AMW),Colombo,Full-Time,25/05/2022 
1790,Business Executive/Senior Business Executive - Male,Company Name Withheld 401,Colombo,Full-Time,25/05/2022 
1791,Call Center Agents,Ceylovox (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1792,Delivery Driver – 28 Nos. / Saudi Arabia,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,12/05/2022 
1793,Service Crew – 32 Nos / Saudi Arabia,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,12/05/2022 
1794,Video Editor & Animator,Redhill Communications,Colombo,Full-Time,25/05/2022 
1795,Service Coordinator,Eco Solar rays (PVT) Ltd,Colombo,Full-Time,25/05/2022 
1796,Social Media Marketeer,EL89 STUDIOS PVT LTD,Colombo,Full-Time,25/05/2022 
1797,Engineer - Access Network Operations,Dialog Axiata PLC,Colombo,Full-Time,25/05/2022 
1798,Maintenance Man – 35 Nos /  Saudi Arabia,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,12/05/2022 
1799,Sales Executives,Storm Media,Colombo,Full-Time,25/05/2022 
1800,Full Stack Software Engineers- Java - Work From Home,MYND Innovation,"Colombo,WorkingFro...",Full-Time,25/05/2022 
1801,Business Development Consultant,The Jobhouse,Colombo,Full-Time,25/05/2022 
1802,Operations Manager | Ahangama - Galle,Concordia Investments Pvt Ltd,Galle,Full-Time,25/05/2022 
1803,Cashier -  මුදල් අයකැමි ,ESStore Moratuwa,Colombo,Full-Time,25/05/2022 
1804,Software Engineer ,The Institute Of Charted Accounts Of Sri Lanka,Colombo,Full-Time,25/05/2022 
1805,Field Service Technician,DMARK METAL BUTTON CO. LTD,Colombo,Full-Time,25/05/2022 
1806,Marketing and Sales Officer,Techscrolll (pvt) Ltd.,Colombo,Full-Time,25/05/2022 
1807,Support Engineer (.Net),Fortude (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1808,Full Stack Software Engineers - Work From Home,MYND Innovation,"Colombo,WorkingFro...",Full-Time,25/05/2022 
1809,Software Developer / Senior Software Developer,TBO GROUP,Colombo,Full-Time,25/05/2022 
1810,Sectional Head - Preschool ,St.George International Montessori,Colombo,Full-Time,25/05/2022 
1811,Evaluation Officer - Technical,Company Name Withheld 518,Colombo,Full-Time,25/05/2022 
1812,Executive / Senior Executive - Costing and Supply Chain Management,Abans PLC,Colombo,Full-Time,25/05/2022 
1813,Finance Assistant,Company Name Withheld 518,Colombo,Full-Time,25/05/2022 
1814,Field Staff - Assistant Monitoring Officers,Company Name Withheld 518,Colombo,Full-Time,25/05/2022 
1815,Administration Executive - Male,Connect Co (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1816,Business Development Executive,Abans PLC,Colombo,Full-Time,25/05/2022 
1817,Creative Writer (English),Abans PLC,Colombo,Full-Time,25/05/2022 
1818,Assistant Stores Executive -  Puttalam,Ideal Group,Puttalam,Full-Time,25/05/2022 
1819,Senior Officer - Risk Management,Company Name Withheld 518,Colombo,Full-Time,25/05/2022 
1820,Brand Chef ,WAFL Sri Lanka,Colombo,Full-Time,25/05/2022 
1821,Chef De Partie - Chinese Cuisine,Crystal Jade Hong Kong Kitchen,Colombo,Full-Time,25/05/2022 
1822,Customer Coordinator,Micro Bytech,Colombo,Full-Time,25/05/2022 
1823,Merchandiser ,Abans PLC,"Colombo,Galle,Gamp...",Full-Time,25/05/2022 
1824,Senior Marketing Executive - Kaduwela,Entek Lanka (Pvt) LTD,Colombo,Full-Time,25/05/2022 
1825,Chefs | Hikkaduwa,Riff Hikkaduwa,Galle,Full-Time,25/05/2022 
1826,Cashier | Peliyagoda - මුදල් අයකැමි | පෑලියගොඩ,Abans PLC,Gampaha,Full-Time,25/05/2022 
1827,Associate Technology Lead / Technology Lead - C / C++,Hitachi Digital Payment Solutions Limited,Colombo,Full-Time,25/05/2022 
1828,Senior Support Executive ,Premium Support,Colombo,Full-Time,25/05/2022 
1829,Manager - Technology Diffusion,ICT Agency of Sri Lanka,Colombo,Full-Time,25/05/2022 
1830,"Director Quality Assurance - R&D, Optimization and AI",IFS Sri Lanka,Colombo,Full-Time,25/05/2022 
1831,Senior Manager - Technology Diffusion,ICT Agency of Sri Lanka,Colombo,Full-Time,25/05/2022 
1832,Sales Officer (Male),Park Properties (PVT) LTD,Colombo,Full-Time,25/05/2022 
1833,Tech Lead / Associate Tech Lead - (NodeJs/React),MyTech Jobs,Colombo,Full-Time,25/05/2022 
1834,Technical Lead / Associate Technical Lead - Devops,MyTech Jobs,Colombo,Full-Time,25/05/2022 
1835,"Principal Software Engineer (C#) - R&D, Optimization and AI",IFS Sri Lanka,Colombo,Full-Time,25/05/2022 
1836,Programme Manager / Enterprise Architect / Business Analyst,ICT Agency of Sri Lanka,Colombo,Full-Time,25/05/2022 
1837,Site Supervisor - Construction,Concordia Investments Pvt Ltd,"Galle,Matara",Full-Time,25/05/2022 
1838,Sales Executive,W Trading,Colombo,Full-Time,25/05/2022 
1839,Manager - Industry Development ,ICT Agency of Sri Lanka,Colombo,Full-Time,25/05/2022 
1840,Senior Software Engineer (Java),MyTech Jobs,Colombo,Full-Time,25/05/2022 
1841,Senior Software Engineer (React Native),MyTech Jobs,Colombo,Full-Time,25/05/2022 
1842,Senior Data Analyst,MyTech Jobs,Colombo,Full-Time,25/05/2022 
1843,Senior Software Engineer - PHP (SYMFONY/VUE.JS),MyTech Jobs,Colombo,Full-Time,25/05/2022 
1844,Associate Tech Lead - JAVA,MyTech Jobs,Colombo,Full-Time,25/05/2022 
1845,UI / UX ENGINEER,MyTech Jobs,Colombo,Full-Time,25/05/2022 
1846,Senior Software Engineer - PHP,MyTech Jobs,Colombo,Full-Time,25/05/2022 
1847,Senior Technical Writer,MyTech Jobs,Colombo,Full-Time,25/05/2022 
1848,Full Stack Engineers,MyTech Jobs,Colombo,Full-Time,25/05/2022 
1849,Tech Lead / Associate Tech Lead – PHP,MyTech Jobs,Colombo,Full-Time,25/05/2022 
1850,Senior Devops Engineer,MyTech Jobs,Colombo,Full-Time,25/05/2022 
1851,Tech Lead - Back End (Python),MyTech Jobs,Colombo,Full-Time,25/05/2022 
1852,Sales Executive - A/C,Abans PLC,Colombo,Full-Time,25/05/2022 
1853,Associate Tech Lead - Mobile (IOS/SWIFT),MyTech Jobs,Colombo,Full-Time,25/05/2022 
1854,Deputy Relationship Manager - Middle Market Enterprises,Nations Trust Bank,Colombo,Full-Time,25/05/2022 
1855,Salon Manager - Female | Colombo City Center - රූපලාවණ්‍යාගාර කළමනාකරු - කාන්තා | කොළඹ නගර මධ්‍යස්ථානය,Cheveux Salon,Colombo,Full-Time,25/05/2022 
1856,"Commi – III, II ,I (Pastry & Bakery) | OGF / Alexander Place Odel",Delifrance Sri Lanka ,Colombo,Full-Time,25/05/2022 
1857,Nail Technician / Beautician - Female | Colombo City Center  - නියපොතු කාර්මික / රූපලාවන්‍ය ශිල්පි - කාන්තා | කොළඹ නගර මධ්‍යස්ථානය,Cheveux Salon,Colombo,Full-Time,25/05/2022 
1858,Head of Engineering,MyTech Jobs,Colombo,Full-Time,25/05/2022 
1859,Senior Front End Engineer (React),MyTech Jobs,Colombo,Full-Time,25/05/2022 
1860,Senior Tech Lead - Java,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 
1861,SAP SD Consultant (Software Senior Engineer /Technical Lead / Senior Technical Lead),HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 
1862,Android App (Java) Developer,Mega Pay (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1863,Customer Service Assistant (Trainee / Experienced) - Mount Lavania,Softlogic GLOMARK,Colombo,Full-Time,25/05/2022 
1864,Application Support Engineer (PHP) ,ICT Agency of Sri Lanka,Colombo,Full-Time,25/05/2022 
1865,iOS App Developer,Mega Pay (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1866,IT Technician (Filed) - Colombo,Abans PLC,Colombo,Full-Time,25/05/2022 
1867,Tech Lead - Java,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 
1868,යතුරු පැදි කාර්මික ශිල්පීන් | Motorcycle technicians,Softlogic Retail (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1869,Tech Lead - Full Stack Java,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 
1870,Junior Sales Executive - Panchikawatte,Ideal Group,Colombo,Full-Time,25/05/2022 
1871,Call Centre Associate,XGen Group Pvt Ltd,Colombo,Full-Time,25/05/2022 
1872,SAP Fico Consultant ( Technical Lead / Senior Technical Lead),HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 
1873,Personal Assistant / Coordinator,UN CONSORTIUM,Colombo,Full-Time,25/05/2022 
1874,Assistant Manager / Manager - Supply Chain | Welipenna,Ideal Group,Kalutara,Full-Time,25/05/2022 
1875,Trainee/Digital Marketing Executive,Euro Cosmetics (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1876,Trainee/ Marketing Executive,Euro Cosmetics (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1877,Order Packing Executive,SOKO (Limerock Management),Colombo,Full-Time,25/05/2022 
1878,Electronics Senior Technician / Technical Officer,Queens Radio Marine Electronics Pvt Ltd,Colombo,Full-Time,25/05/2022 
1879,Business Development Manager - CCTV and Other ELV systems  ,International Security Corporations,Colombo,Full-Time,25/05/2022 
1880,Software Engineer / Senior Software Engineer | ASP.Net / Blazor,Zone24x7 (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1881,Marketing Executive,UN CONSORTIUM,Colombo,Full-Time,25/05/2022 
1882,Software Engineer .NET ,Davton Limited,Colombo,Permanent,25/05/2022 
1883,Quality Assurance Engineer,Davton Limited,Colombo,Full-Time,25/05/2022 
1884,Associate Software Engineer,UN CONSORTIUM,Colombo,Full-Time,25/05/2022 
1885,Senior Software Engineer - PHP MySQL (Magento),Zone24x7 (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1886,Software Engineer / Senior Software Engineer - Android,Zone24x7 (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1887,React / Angular Developer,Davton Limited,Colombo,Full-Time,25/05/2022 
1888,React / Angular Developer,Davton Limited,Colombo,Full-Time,25/05/2022 
1889,.Net Developers | Pay in USD,Davton Limited,Colombo,Full-Time,25/05/2022 
1890,Test Analyst ,HSBC Bank,Colombo,Full-Time,25/05/2022 
1891,Test Manager,HSBC Bank,Colombo,Full-Time,25/05/2022 
1892,Dentist,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 
1893,Senior Business Analyst,HSBC Bank,Colombo,Full-Time,25/05/2022 
1894,Management Trainee - Business Analysis,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 
1895,Service Desk Role,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 
1896,Software Engineer - .NET,Zone24x7 (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1897,විදුලි සෝපාන කාර්මිකයින් - Elevator Technician ,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 
1898,Trainee : Sales Executive ,Millerholz (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1899,Software Engineer - PHP MySQL (Magento),Zone24x7 (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1900,Manager | Human Resources,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 
1901,Senior : Business Development Executive ,Millerholz (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1902,Office Assistant,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 
1903,Manager | Human Resources,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 
1904,Brand Executive,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,25/05/2022 
1905,HR Executive,Nawaloka Hospitals PLC,"Colombo,Gampaha",Full-Time,25/05/2022 
1906,Dental Assistant,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 
1907,Night Auditor,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 
1908,Night Auditor,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 
1909,Sales Executive - Colombo | Jaffna | Mannar Kilinochchi | Mullaitivu,Serandib Technologies Asia (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1910,Call Center Assistants | Colombo,Ninehearts,Colombo,Full-Time,25/05/2022 
1911,Personal Assistant to MD - Male/ Female - Colombo,South Beach Weligama Properties (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1912,Stores Executive | Yakkala,Ideal Group,Gampaha,Full-Time,25/05/2022 
1913,Audit Manager,KNP Professional Services,Colombo,Full-Time,25/05/2022 
1914,Senior Manager - Monitoring and Evaluation,ICT Agency of Sri Lanka,Colombo,Full-Time,25/05/2022 
1915,Sales Engineer,Softlogic Retail (Pvt) Ltd,Colombo,Full-Time,25/05/2022 
1916,Office Assistant,Nawaloka Hospitals PLC,Colombo,Full-Time,25/05/2022 
1917,Barman,Shinsei Lanka Japan (Pvt) ltd,Colombo,Full-Time,25/05/2022 
1918,Sales Executive - Kandy City Limits - Male,Mega Pay (Pvt) Ltd,Kandy,Full-Time,25/05/2022 
1919,Crew Member / කාර්ය මණ්ඩල සාමාජික  - Pastry Shop,Klassy Pastry Shop,Colombo,Full-Time,25/05/2022 
1920,Manager – Card Operations ,Dialog Finance PLC,Colombo,Full-Time,25/05/2022 
1921,Store Keeper,Shinsei Lanka Japan (Pvt) ltd,Colombo,Full-Time,25/05/2022 
1922,Accounts Assistant,Shinsei Lanka Japan (Pvt) ltd,Colombo,Full-Time,25/05/2022 
1923,"Waiters / Kitchen Stewards | Abudhabi, UAE",FHS Travels & Tours,"ForeignJob,Island...",Full-Time,25/05/2022 
1924, IT Assistant  - Male ,Trinity Steel Private Limited,Gampaha,Full-Time,25/05/2022 
1925,Software Engineer - Front-End,Sentient,"Colombo,WorkingFro...",Full-Time,25/05/2022 
1926,Associate QA Engineer ,Avenir IT (Pvt) Ltd,Kandy,Full-Time,25/05/2022 
1927,"Executive Sous Chefs / Sous Chefs / Chef De Partie / Demi Chef De Partie / Cooks | Abudhabi, UAE",FHS Travels & Tours,"ForeignJob,Island...",Full-Time,25/05/2022 
1928,Full Stack Software Engineer,Wira Pty Ltd,"WorkingFromHome,I...",Full-Time,25/05/2022 
1929,Product Manager - FinTech (Liability Products),Dialog Finance PLC,Colombo,Full-Time,25/05/2022 
1930,Vacancies at Finland - Car Factory   ,FHS Travels & Tours,"ForeignJob,Island...",Full-Time,25/05/2022 
1931,SAP ABAP Consultant (Technical Lead / Senior Technical Lead),HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 
1932,Software Developer (React.JS) ,HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 
1933,Senior Executive - Recruitment,Accenture Lanka,Colombo,Full-Time,25/05/2022 
1934,Cluster Leads / Business Development Officers/ Senior Business Development Officers - Colombo City Office,Reputed Bank in Sri Lanka,Colombo,Full-Time,25/05/2022 
1935,SAP Basis (Senior Software Engineer / Technical Lead),HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 
1936,Call Center Executives,Zeus BPO,Colombo,Full-Time,25/05/2022 
1937,Software Developer  (SQL / PLSQL / React.Js),HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 
1938,Support Engineer - Digital Banking,Citizens Development Business Finance PLC (CDB),Colombo,Full-Time,25/05/2022 
1939,Software Developer (Oracle Forms),HCL Technologies Lanka (Private) Limited,Colombo,Full-Time,25/05/2022 
1940,Accounts Executive,Softlogic GLOMARK,Colombo,Full-Time,25/05/2022 
1941,Customer Service Assistant (Trainee / Experienced) - Nawala,Softlogic GLOMARK,Colombo,Full-Time,25/05/2022 
1942,නඩත්තු පරික්ෂක - Maintenance Supervisor,ODEL PLC,Colombo,Full-Time,25/05/2022 
1943,Senior Digital Media Executive ,ODEL PLC,Colombo,Full-Time,25/05/2022 
1944,ජලනල කාර්මික ශිල්පී / පින්තාරු ශිල්පී - Plumber / Painter,ODEL PLC,Colombo,Full-Time,25/05/2022 
1945,Trolly Pusher & Baggers - Part Time - Delkanda,Softlogic GLOMARK,Gampaha,Part-Time,25/05/2022 
1946,Brand Manager,ODEL PLC,Colombo,Full-Time,25/05/2022 
1947,මුදල් අයකැමි (නුපුහුණු) - (කාන්තා / පිරිමි) දිවයින පුරා,Keells ,IslandWide,Full-Time,25/05/2022 
1948,Head of Marketing ,ODEL PLC,Colombo,Full-Time,25/05/2022 
1949,Retail Store Manager,ODEL PLC,Colombo,Full-Time,25/05/2022 
1950,Customer Care Executive - Out Bound Call Centre | Wattala,AEGIS Services Lanka,Gampaha,Full-Time,25/05/2022 
1951,Customer Care Executive - Out Bound Call Centre | Wattala,Startek,Gampaha,Full-Time,25/05/2022 
1952,Customer Care Executive - In Bound Call Centre  | Wattala,Startek,Gampaha,Full-Time,25/05/2022 
1953,Assistant Human Resources Business Partner - Ceytea (Agarapathana),Unilever Sri Lanka,NuwaraEliya,Permanent,25/05/2022 
1954,Junior Buyer ,ODEL PLC,Colombo,Full-Time,25/05/2022 
1955,Visual Merchandiser ,ODEL PLC,Colombo,Full-Time,25/05/2022 
1956,Outlet Supervisor,Union Chemists (Pte) Ltd,Colombo,Full-Time,20/05/2022 
1957,විදුලි කාර්මික ශිල්පී (Electrician),ODEL PLC,Colombo,Full-Time,25/05/2022 
1958,වායු සමීකරන තාක්ෂණ ශිල්පී (A/C Technician),ODEL PLC,Colombo,Full-Time,25/05/2022 
1959,Customer Care Executive - In Bound Call Centre  | Wattala,AEGIS Services Lanka,Gampaha,Full-Time,25/05/2022 
